order_year,order_month,rgn1_nm,rgn2_nm,rgn1_cd,rgn2_cd,service_type,총_주문수,배차 30분이상,총배달시간 60분이상,알뜰배차시간,알뜰픽업시간,알뜰총배달시간,알뜰고안시준수율,배차30분비중,배달60분비중
2023,11,전라남도,고흥군,46,46770,BAEMIN,1267,36,12,8.51,10.94,26.44,0.94,0.03,0.01
2023,11,전라남도,광양시,46,46230,BAEMIN,143606,8637,3011,11.39,7.14,26.83,0.95,0.06,0.02
2023,11,전라남도,구례군,46,46730,BAEMIN,498,31,6,11.83,3.89,20.59,0.95,0.06,0.01
2023,11,전라남도,나주시,46,46170,BAEMIN,90193,4522,1234,10.99,7.69,25.72,0.96,0.05,0.01
2023,11,전라남도,나주시,46,46170,BAERA,586,111,36,17.96,9.84,34.81,0.67,0.19,0.06
2023,11,전라남도,담양군,46,46710,BAEMIN,7910,411,106,10.93,7.73,24.68,0.94,0.05,0.01
2023,11,전라남도,목포시,46,46110,BAEMIN,224993,10788,2892,11.23,5.75,25.1,0.96,0.05,0.01
2023,11,전라남도,목포시,46,46110,BAERA,5231,240,74,9.33,10.52,28.07,0.86,0.05,0.01
2023,11,전라남도,무안군,46,46840,BAEMIN,67550,3754,1029,11.06,5.67,24.34,0.95,0.06,0.02
2023,11,전라남도,무안군,46,46840,BAERA,1015,71,16,10,10.22,28.03,0.84,0.07,0.02
2023,11,전라남도,보성군,46,46780,BAEMIN,1696,283,20,20.97,3.78,29.04,0.93,0.17,0.01
2023,11,전라남도,순천시,46,46150,BAEMIN,223489,12883,4863,11.42,7.62,27.85,0.95,0.06,0.02
2023,11,전라남도,순천시,46,46150,BAERA,17218,1385,592,12.11,9.55,30.25,0.82,0.08,0.03
2023,11,전라남도,여수시,46,46130,BAEMIN,238441,14263,5800,10.89,10.54,29.28,0.95,0.06,0.02
2023,11,전라남도,영광군,46,46870,BAEMIN,6748,547,87,12.9,3.47,22.87,0.95,0.08,0.01
2023,11,전라남도,영암군,46,46830,BAEMIN,14392,781,118,11.44,6.52,24.26,0.95,0.05,0.01
2023,11,전라남도,장성군,46,46880,BAEMIN,1926,58,24,6.61,10.16,23.68,0.96,0.03,0.01
2023,11,전라남도,장흥군,46,46800,BAEMIN,1270,64,55,11.28,7.24,25.77,0.94,0.05,0.04
2023,11,전라남도,진도군,46,46900,BAEMIN,724,19,2,8.95,3.22,16.71,0.98,0.03,0.00
2023,11,전라남도,함평군,46,46860,BAEMIN,439,9,1,10.62,7.05,22.86,0.92,0.02,0.00
2023,11,전라남도,해남군,46,46820,BAEMIN,23739,835,253,9.5,7.49,23.65,0.95,0.04,0.01
2023,11,전라남도,화순군,46,46790,BAEMIN,29925,1242,391,9.38,9.76,25.49,0.95,0.04,0.01
2023,11,전라북도,고창군,45,45790,BAEMIN,3235,105,12,9.74,3.62,19.43,0.97,0.03,0.00
2023,11,전라북도,군산시,45,45130,BAEMIN,192110,11684,4212,11.14,7.76,27.34,0.95,0.06,0.02
2023,11,전라북도,군산시,45,45130,BAERA,11665,1416,686,14.5,9.98,33.63,0.79,0.12,0.06
2023,11,전라북도,김제시,45,45210,BAEMIN,29458,1460,262,11.47,5.25,22.59,0.96,0.05,0.01
2023,11,전라북도,남원시,45,45190,BAEMIN,30836,1014,278,9.11,8.37,24.16,0.96,0.03,0.01
2023,11,전라북도,무주군,45,45730,BAEMIN,171,2,0,1.75,11.92,19.61,0.98,0.01,0.00
2023,11,전라북도,부안군,45,45800,BAEMIN,11833,363,78,7.6,9.09,21.41,0.97,0.03,0.01
2023,11,전라북도,순창군,45,45770,BAEMIN,637,3,10,2.96,20.36,28.43,0.95,0.00,0.02
2023,11,전라북도,완주군,45,45710,BAEMIN,43883,1428,761,8.35,10.88,27,0.94,0.03,0.02
2023,11,전라북도,완주군,45,45710,BAERA,1123,77,26,11.79,10.61,30.24,0.84,0.07,0.02
2023,11,전라북도,익산시,45,45140,BAEMIN,179764,12343,5947,11.82,9.39,29.1,0.94,0.07,0.03
2023,11,전라북도,익산시,45,45140,BAERA,17527,1433,798,12.23,10.58,31.89,0.85,0.08,0.05
2023,11,전라북도,임실군,45,45750,BAEMIN,1239,61,11,9.84,6.08,20.74,0.96,0.05,0.01
2023,11,전라북도,전주시 덕진구,45,45113,BAEMIN,280086,12090,3928,10.28,7.64,25.76,0.95,0.04,0.01
2023,11,전라북도,전주시 덕진구,45,45113,BAERA,34003,2358,1232,11.8,10.38,31.37,0.85,0.07,0.04
2023,11,전라북도,전주시 완산구,45,45111,BAEMIN,317401,15469,4001,11.25,5.58,25.4,0.94,0.05,0.01
2023,11,전라북도,전주시 완산구,45,45111,BAERA,45199,2447,1289,10.99,10.11,30.45,0.87,0.05,0.03
2023,11,전라북도,정읍시,45,45180,BAEMIN,45227,2120,770,9.45,8.64,26.34,0.96,0.05,0.02
2023,11,제주특별자치도,서귀포시,50,50130,BAEMIN,161026,9205,1776,11.7,6.61,23.95,0.94,0.06,0.01
2023,11,제주특별자치도,서귀포시,50,50130,BAERA,833,51,22,9.33,11.15,26.73,0.86,0.06,0.03
2023,11,제주특별자치도,제주시,50,50110,BAEMIN,569528,22834,6243,9.63,8.53,24.88,0.95,0.04,0.01
2023,11,제주특별자치도,제주시,50,50110,BAERA,54197,2806,1584,10.26,10.53,29.7,0.83,0.05,0.03
2023,11,충청남도,계룡시,44,44250,BAEMIN,29021,1231,479,8.56,9.5,26.49,0.96,0.04,0.02
2023,11,충청남도,공주시,44,44150,BAEMIN,71331,3408,1705,10.01,8.69,27.44,0.93,0.05,0.02
2023,11,충청남도,금산군,44,44710,BAEMIN,10674,745,167,12.73,5.31,23.31,0.95,0.07,0.02
2023,11,충청남도,논산시,44,44230,BAEMIN,64847,2915,916,9.68,9.62,26.16,0.95,0.04,0.01
2023,11,충청남도,당진시,44,44270,BAEMIN,176756,9092,2262,10.58,7.74,25.38,0.95,0.05,0.01
2023,11,충청남도,당진시,44,44270,BAERA,6639,322,142,10.47,10.39,29.53,0.84,0.05,0.02
2023,11,충청남도,보령시,44,44180,BAEMIN,65996,3635,959,11.45,6.73,25.72,0.94,0.06,0.01
2023,11,충청남도,부여군,44,44760,BAEMIN,15633,877,150,12.11,3.16,20.86,0.96,0.06,0.01
2023,11,충청남도,서산시,44,44210,BAEMIN,177433,13449,3682,12.27,6.6,25.56,0.95,0.08,0.02
2023,11,충청남도,서산시,44,44210,BAERA,2275,196,64,11.03,10.69,28.94,0.78,0.09,0.03
2023,11,충청남도,서천군,44,44770,BAEMIN,5012,258,62,10.06,8.06,23.71,0.95,0.05,0.01
2023,11,충청남도,아산시,44,44200,BAEMIN,343417,17459,6480,10.57,8.63,27.54,0.94,0.05,0.02
2023,11,충청남도,아산시,44,44200,BAERA,21485,2905,1473,15.36,10.16,34.77,0.75,0.14,0.07
2023,11,충청남도,예산군,44,44810,BAEMIN,25802,1173,401,9.85,9.96,27.32,0.95,0.05,0.02
2023,11,충청남도,천안시 동남구,44,44131,BAEMIN,185648,8601,3869,10,8.32,27.85,0.95,0.05,0.02
2023,11,충청남도,천안시 동남구,44,44131,BAERA,29988,4239,2346,15.73,10.31,35.96,0.74,0.14,0.08
2023,11,충청남도,천안시 서북구,44,44133,BAEMIN,638690,33716,13186,11.34,7.42,28.41,0.94,0.05,0.02
2023,11,충청남도,천안시 서북구,44,44133,BAERA,78774,9067,5227,14.35,10.5,34.75,0.77,0.12,0.07
2023,11,충청남도,천안시 서북구,44,44133,BMART,26162,584,729,3.72,9.9,29.07,0.58,0.02,0.03
2023,11,충청남도,청양군,44,44790,BAEMIN,3537,217,74,12.59,11.4,27.61,0.91,0.06,0.02
2023,11,충청남도,태안군,44,44825,BAEMIN,21414,640,126,9.34,8.7,23.69,0.96,0.03,0.01
2023,11,충청남도,홍성군,44,44800,BAEMIN,83763,4155,1372,10.66,8.24,26.68,0.95,0.05,0.02
2023,11,충청북도,괴산군,43,43760,BAEMIN,6983,408,59,10.6,7.09,23.04,0.96,0.06,0.01
2023,11,충청북도,단양군,43,43800,BAEMIN,4137,86,42,4.7,16.83,27.68,0.92,0.02,0.01
2023,11,충청북도,보은군,43,43720,BAEMIN,7563,268,58,8.26,10.71,23.98,0.91,0.04,0.01
2023,11,충청북도,영동군,43,43740,BAEMIN,14288,567,94,9.27,7.54,21.83,0.96,0.04,0.01
2023,11,충청북도,옥천군,43,43730,BAEMIN,17630,1013,242,10.6,9.2,25.89,0.93,0.06,0.01
2023,11,충청북도,음성군,43,43770,BAEMIN,76100,3626,1043,10.15,8.55,25.29,0.96,0.05,0.01
2023,11,충청북도,제천시,43,43150,BAEMIN,116879,8384,4327,12.34,9.35,31.02,0.94,0.07,0.04
2023,11,충청북도,증평군,43,43745,BAEMIN,32084,2992,717,15.23,7.34,28.95,0.96,0.09,0.02
2023,11,충청북도,진천군,43,43750,BAEMIN,73296,4146,967,11.16,7.18,24.91,0.97,0.06,0.01
2023,11,충청북도,청주시 상당구,43,43111,BAEMIN,187486,10394,3286,12.12,5.93,26.14,0.95,0.06,0.02
2023,11,충청북도,청주시 상당구,43,43111,BAERA,23725,1589,996,12.04,10.68,32.53,0.83,0.07,0.04
2023,11,충청북도,청주시 상당구,43,43111,BMART,13151,241,307,3.25,9.29,29.63,0.53,0.02,0.02
2023,11,충청북도,청주시 서원구,43,43112,BAEMIN,207730,12530,4075,12.88,6.28,28.16,0.94,0.06,0.02
2023,11,충청북도,청주시 서원구,43,43112,BAERA,25980,2437,1271,13.3,10.13,32.99,0.79,0.09,0.05
2023,11,충청북도,청주시 청원구,43,43114,BAEMIN,227174,15091,4067,12.97,6.42,26.51,0.95,0.07,0.02
2023,11,충청북도,청주시 청원구,43,43114,BAERA,16914,1420,711,12.95,10.28,32.14,0.82,0.08,0.04
2023,11,충청북도,청주시 흥덕구,43,43113,BAEMIN,374498,25288,7220,12.82,6.03,26.63,0.94,0.07,0.02
2023,11,충청북도,청주시 흥덕구,43,43113,BAERA,34668,2939,1587,13.02,10.22,32.36,0.82,0.08,0.05
2023,11,충청북도,청주시 흥덕구,43,43113,BMART,14970,465,453,4.45,8.84,28.62,0.56,0.03,0.03
2023,11,충청북도,충주시,43,43130,BAEMIN,212781,13605,5373,11.31,9.13,28.55,0.95,0.06,0.03
2023,11,충청북도,충주시,43,43130,BAERA,15841,672,319,10.2,10.33,29.07,0.88,0.04,0.02
